Customer ID,Count
CUST8779,26
CUST1848,25
CUST8289,24
CUST3532,23
CUST3001,23
CUST2633,23
CUST5902,23
CUST7557,22
CUST1897,22
CUST5476,22
CUST4519,22
CUST9185,22
CUST5252,22
CUST5009,22
CUST3795,22
CUST6867,22
CUST1244,21
CUST7697,21
CUST3713,21
CUST2195,21
CUST7974,21
CUST7401,21
CUST9201,21
CUST3525,21
CUST6931,21
CUST6269,21
CUST4578,21
CUST6250,21
CUST7392,21
CUST2681,21
CUST2415,21
CUST8010,21
CUST2393,21
CUST4666,21
CUST7308,21
CUST4471,21
CUST9530,21
CUST5028,21
CUST1605,20
CUST8240,20
CUST9751,20
CUST9248,20
CUST3761,20
CUST6515,20
CUST5173,20
CUST2920,20
CUST7305,20
CUST7473,20
CUST9084,20
CUST3832,20
CUST2274,20
CUST8877,20
CUST1971,20
CUST2875,20
CUST2369,20
CUST6080,20
CUST6963,20
CUST1981,20
CUST3621,20
CUST6363,20
CUST7131,20
CUST8472,20
CUST6199,20
CUST2006,20
CUST5699,20
CUST9501,20
CUST2713,20
CUST5441,20
CUST9228,20
CUST3292,20
CUST6152,20
CUST2600,20
CUST8353,20
CUST3440,20
CUST3509,20
CUST3305,20
CUST8025,20
CUST8761,20
CUST8086,20
CUST3222,20
CUST9034,20
CUST5333,20
CUST7951,20
CUST4621,19
CUST6351,19
CUST8586,19
CUST2642,19
CUST9971,19
CUST6549,19
CUST2049,19
CUST9948,19
CUST5478,19
CUST3947,19
CUST9861,19
CUST2160,19
CUST6131,19
CUST8764,19
CUST4314,19
CUST7370,19
CUST8062,19
CUST2527,19
CUST8101,19
CUST7735,19
CUST1129,19
CUST3321,19
CUST5230,19
CUST3839,19
CUST8499,19
CUST2789,19
CUST6245,19
CUST3421,19
CUST4350,19
CUST7223,19
CUST6454,19
CUST8871,19
CUST6286,19
CUST7077,19
CUST2570,19
CUST9115,19
CUST9753,19
CUST9076,19
CUST9892,19
CUST9055,19
CUST1869,19
CUST1401,19
CUST6072,19
CUST4970,19
CUST5172,19
CUST2897,19
CUST2522,19
CUST6384,19
CUST7232,19
CUST6473,19
CUST7997,19
CUST9316,19
CUST2040,19
CUST7874,19
CUST3187,19
CUST9470,19
CUST3148,19
CUST5413,19
CUST6092,19
CUST8765,19
CUST9810,19
CUST2103,19
CUST8380,19
CUST6613,19
CUST4733,19
CUST5289,19
CUST6815,19
CUST7877,19
CUST8259,19
CUST9531,19
CUST9459,19
CUST3496,19
CUST8330,19
CUST4111,19
CUST1807,19
CUST8657,19
CUST2207,19
CUST1672,19
CUST1074,18
CUST7508,18
CUST8192,18
CUST5661,18
CUST5224,18
CUST2684,18
CUST6960,18
CUST7897,18
CUST1127,18
CUST5487,18
CUST9413,18
CUST7577,18
CUST3680,18
CUST8271,18
CUST9255,18
CUST4115,18
CUST4312,18
CUST5449,18
CUST8906,18
CUST7912,18
CUST4394,18
CUST4432,18
CUST4811,18
CUST9863,18
CUST7493,18
CUST8255,18
CUST8812,18
CUST9117,18
CUST4220,18
CUST8433,18
CUST2876,18
CUST4453,18
CUST4197,18
CUST5382,18
CUST7764,18
CUST7622,18
CUST4106,18
CUST9951,18
CUST4920,18
CUST3765,18
CUST8303,18
CUST7985,18
CUST5490,18
CUST2680,18
CUST7187,18
CUST1890,18
CUST3167,18
CUST4700,18
CUST1104,18
CUST7565,18
CUST4461,18
CUST4977,18
CUST4043,18
CUST8501,18
CUST4709,18
CUST4845,18
CUST2645,18
CUST8074,18
CUST9837,18
CUST4555,18
CUST5216,18
CUST3587,18
CUST1525,18
CUST9119,18
CUST8925,18
CUST3608,18
CUST9964,18
CUST8077,18
CUST9379,18
CUST3992,18
CUST6735,18
CUST9514,18
CUST4054,18
CUST8133,18
CUST7583,18
CUST7921,18
CUST1130,18
CUST8705,18
CUST4541,18
CUST2101,18
CUST5813,18
CUST8736,18
CUST9482,18
CUST2245,18
CUST1480,18
CUST8273,18
CUST5425,18
CUST4304,18
CUST5807,18
CUST9656,18
CUST7704,18
CUST7304,18
CUST4042,18
CUST6402,18
CUST1266,18
CUST3253,18
CUST5670,18
CUST7089,18
CUST5237,18
CUST8838,18
CUST4784,18
CUST3180,18
CUST9156,18
CUST3029,18
CUST1494,18
CUST4345,18
CUST7251,18
CUST2850,18
CUST8488,18
CUST9762,18
CUST4587,18
CUST1206,18
CUST1118,18
CUST1881,18
CUST9029,18
CUST8997,18
CUST3539,18
CUST1052,18
CUST4997,18
CUST4614,18
CUST7387,18
CUST2168,18
CUST3859,18
CUST4652,18
CUST5600,18
CUST5011,18
CUST6985,18
CUST6518,18
CUST4278,18
CUST2734,18
CUST1996,18
CUST2816,18
CUST5761,18
CUST1078,18
CUST5868,18
CUST6526,18
CUST9399,18
CUST5734,18
CUST1855,18
CUST7108,18
CUST2636,18
CUST1137,18
CUST5306,18
CUST3288,18
CUST4530,18
CUST8285,18
CUST7038,18
CUST5386,18
CUST1376,18
CUST2533,18
CUST9253,18
CUST4150,17
CUST9074,17
CUST9077,17
CUST9471,17
CUST1050,17
CUST8267,17
CUST8802,17
CUST9294,17
CUST3285,17
CUST2886,17
CUST8012,17
CUST1510,17
CUST1680,17
CUST5188,17
CUST3535,17
CUST7815,17
CUST1474,17
CUST1753,17
CUST6314,17
CUST1430,17
CUST6105,17
CUST1348,17
CUST5254,17
CUST9466,17
CUST3494,17
CUST9338,17
CUST5458,17
CUST9394,17
CUST8110,17
CUST8250,17
CUST8021,17
CUST2098,17
CUST3803,17
CUST6752,17
CUST1854,17
CUST9327,17
CUST3935,17
CUST3544,17
CUST1001,17
CUST1431,17
CUST7183,17
CUST9903,17
CUST8134,17
CUST6910,17
CUST6036,17
CUST2287,17
CUST2581,17
CUST1229,17
CUST5934,17
CUST5642,17
CUST8756,17
CUST3185,17
CUST7807,17
CUST8483,17
CUST9129,17
CUST9151,17
CUST9529,17
CUST5920,17
CUST6067,17
CUST3234,17
CUST5832,17
CUST6107,17
CUST9040,17
CUST5889,17
CUST6922,17
CUST9335,17
CUST6658,17
CUST5745,17
CUST8202,17
CUST8366,17
CUST9108,17
CUST9284,17
CUST4046,17
CUST9195,17
CUST2663,17
CUST5032,17
CUST9670,17
CUST1549,17
CUST3322,17
CUST2860,17
CUST4085,17
CUST1351,17
CUST7824,17
CUST8780,17
CUST8775,17
CUST4968,17
CUST1339,17
CUST2448,17
CUST6176,17
CUST4850,17
CUST6178,17
CUST5166,17
CUST4973,17
CUST4532,17
CUST7518,17
CUST2744,17
CUST4098,17
CUST6368,17
CUST6415,17
CUST3037,17
CUST2977,17
CUST9122,17
CUST6243,17
CUST8439,17
CUST1819,17
CUST2310,17
CUST5453,17
CUST7607,17
CUST1613,17
CUST5888,17
CUST2017,17
CUST7643,17
CUST5947,17
CUST3792,17
CUST2011,17
CUST2356,17
CUST1550,17
CUST3897,17
CUST6112,17
CUST1428,17
CUST2718,17
CUST2399,17
CUST9154,17
CUST2303,17
CUST1054,17
CUST6880,17
CUST2032,17
CUST4173,17
CUST3013,17
CUST5963,17
CUST9423,17
CUST7258,17
CUST2086,17
CUST1638,17
CUST2982,17
CUST2070,17
CUST5451,17
CUST8999,17
CUST7484,17
CUST7313,17
CUST9621,17
CUST8913,17
CUST9000,17
CUST1990,17
CUST2218,17
CUST7502,17
CUST5401,17
CUST6896,17
CUST6508,17
CUST5387,17
CUST6535,17
CUST8422,17
CUST7628,17
CUST1380,17
CUST5563,17
CUST1176,17
CUST5578,17
CUST3376,17
CUST4215,17
CUST7176,17
CUST1543,17
CUST4379,17
CUST6134,17
CUST2931,17
CUST3316,17
CUST8617,17
CUST5271,17
CUST2888,17
CUST3603,17
CUST3502,17
CUST4937,17
CUST8396,17
CUST7122,17
CUST8443,17
CUST1121,17
CUST5182,17
CUST6302,17
CUST8231,17
CUST8613,17
CUST5581,17
CUST9447,17
CUST4568,17
CUST2770,17
CUST7783,17
CUST9078,17
CUST9946,17
CUST2659,17
CUST9871,17
CUST6414,17
CUST2571,17
CUST8869,17
CUST2493,17
CUST2350,17
CUST7250,17
CUST7658,17
CUST6468,17
CUST1917,17
CUST8809,17
CUST4810,17
CUST2042,17
CUST4311,17
CUST4517,17
CUST8552,17
CUST3137,17
CUST6359,17
CUST2341,17
CUST3068,17
CUST9593,17
CUST1225,17
CUST1928,17
CUST3912,17
CUST1238,17
CUST6214,17
CUST8763,17
CUST3543,17
CUST3224,17
CUST2874,17
CUST7444,17
CUST2328,17
CUST6925,17
CUST1349,17
CUST7078,17
CUST4559,17
CUST9697,17
CUST5465,17
CUST3548,17
CUST2479,17
CUST4476,17
CUST6453,17
CUST3286,16
CUST6544,16
CUST4644,16
CUST2137,16
CUST7564,16
CUST9364,16
CUST2219,16
CUST4838,16
CUST9243,16
CUST6833,16
CUST1159,16
CUST4878,16
CUST4263,16
CUST7566,16
CUST7226,16
CUST1113,16
CUST6567,16
CUST6051,16
CUST5584,16
CUST2978,16
CUST2481,16
CUST4566,16
CUST3307,16
CUST7737,16
CUST4783,16
CUST8998,16
CUST8808,16
CUST3125,16
CUST2436,16
CUST7488,16
CUST5506,16
CUST1546,16
CUST1645,16
CUST2376,16
CUST2640,16
CUST3412,16
CUST4584,16
CUST8758,16
CUST5825,16
CUST7276,16
CUST3246,16
CUST1197,16
CUST4909,16
CUST4955,16
CUST9297,16
CUST9829,16
CUST6488,16
CUST3458,16
CUST2081,16
CUST8317,16
CUST3337,16
CUST2970,16
CUST7249,16
CUST9773,16
CUST4860,16
CUST5079,16
CUST3083,16
CUST8454,16
CUST7868,16
CUST3569,16
CUST5045,16
CUST5862,16
CUST1420,16
CUST6370,16
CUST3435,16
CUST2511,16
CUST3130,16
CUST3835,16
CUST8122,16
CUST2520,16
CUST7191,16
CUST9804,16
CUST3733,16
CUST3298,16
CUST3748,16
CUST3553,16
CUST6011,16
CUST5118,16
CUST3174,16
CUST4202,16
CUST9510,16
CUST3999,16
CUST7358,16
CUST3264,16
CUST2753,16
CUST6054,16
CUST2386,16
CUST3215,16
CUST3378,16
CUST5953,16
CUST6395,16
CUST5861,16
CUST9818,16
CUST4094,16
CUST2689,16
CUST2927,16
CUST3914,16
CUST2175,16
CUST5509,16
CUST1232,16
CUST5845,16
CUST7869,16
CUST2392,16
CUST2722,16
CUST6016,16
CUST8753,16
CUST8412,16
CUST2100,16
CUST1478,16
CUST2667,16
CUST5298,16
CUST1535,16
CUST2854,16
CUST9537,16
CUST4971,16
CUST5428,16
CUST5512,16
CUST6431,16
CUST9275,16
CUST8308,16
CUST3452,16
CUST4688,16
CUST5529,16
CUST5769,16
CUST6810,16
CUST8843,16
CUST5530,16
CUST2790,16
CUST5673,16
CUST1355,16
CUST9682,16
CUST7124,16
CUST7371,16
CUST2052,16
CUST7678,16
CUST8778,16
CUST4281,16
CUST3807,16
CUST2404,16
CUST6435,16
CUST1745,16
CUST1893,16
CUST4835,16
CUST1110,16
CUST6798,16
CUST4769,16
CUST1043,16
CUST8699,16
CUST6246,16
CUST4082,16
CUST8846,16
CUST3474,16
CUST2536,16
CUST7159,16
CUST5826,16
CUST9690,16
CUST2595,16
CUST5466,16
CUST4961,16
CUST3267,16
CUST9876,16
CUST7179,16
CUST9246,16
CUST3736,16
CUST7973,16
CUST1069,16
CUST8939,16
CUST6028,16
CUST5959,16
CUST2299,16
CUST5867,16
CUST9592,16
CUST8679,16
CUST5073,16
CUST2047,16
CUST8424,16
CUST9436,16
CUST9099,16
CUST6050,16
CUST9004,16
CUST8100,16
CUST5916,16
CUST6311,16
CUST4812,16
CUST9615,16
CUST8835,16
CUST6679,16
CUST2465,16
CUST5215,16
CUST8319,16
CUST4570,16
CUST1937,16
CUST8546,16
CUST2765,16
CUST9172,16
CUST8918,16
CUST8195,16
CUST9199,16
CUST2163,16
CUST3562,16
CUST8936,16
CUST3568,16
CUST8624,16
CUST2366,16
CUST9114,16
CUST7395,16
CUST6398,16
CUST9090,16
CUST5676,16
CUST4189,16
CUST1272,16
CUST7035,16
CUST9311,16
CUST5350,16
CUST1170,16
CUST7864,16
CUST9950,16
CUST7771,16
CUST7601,16
CUST4800,16
CUST8247,16
CUST6039,16
CUST1264,16
CUST3689,16
CUST6014,16
CUST6596,16
CUST1985,16
CUST1918,16
CUST3583,16
CUST2497,16
CUST4148,16
CUST3088,16
CUST7653,16
CUST7820,16
CUST8158,16
CUST8141,16
CUST6460,16
CUST1834,16
CUST8347,16
CUST9845,16
CUST1070,16
CUST7791,16
CUST4567,16
CUST9677,16
CUST2743,16
CUST1845,16
CUST5375,16
CUST1255,16
CUST4216,16
CUST7770,16
CUST3526,16
CUST6531,16
CUST1496,16
CUST7809,16
CUST5754,16
CUST1379,16
CUST9370,16
CUST2349,16
CUST3742,16
CUST3916,16
CUST1276,16
CUST4014,16
CUST1182,16
CUST9970,16
CUST8960,16
CUST6971,16
CUST3852,16
CUST8242,16
CUST4295,16
CUST3646,16
CUST2061,16
CUST1112,16
CUST4264,16
CUST1284,16
CUST4400,16
CUST7048,16
CUST5617,16
CUST7672,16
CUST1299,16
CUST7934,16
CUST2106,16
CUST7524,16
CUST4081,16
CUST8566,16
CUST2353,16
CUST8406,16
CUST5757,16
CUST2702,16
CUST4994,16
CUST2156,16
CUST1782,16
CUST7355,16
CUST1173,16
CUST8887,16
CUST6527,16
CUST3964,16
CUST4757,16
CUST9841,16
CUST9375,16
CUST3780,16
CUST4776,16
CUST7165,16
CUST5891,16
CUST8486,16
CUST8539,16
CUST9411,16
CUST9237,16
CUST4507,16
CUST1906,16
CUST3725,16
CUST3433,16
CUST6334,16
CUST9095,16
CUST9334,16
CUST7299,16
CUST7597,16
CUST6517,16
CUST7730,16
CUST8170,16
CUST7731,16
CUST5096,16
CUST7115,16
CUST3406,16
CUST4548,16
CUST9374,16
CUST7840,16
CUST4353,16
CUST5613,16
CUST3893,16
CUST3676,16
CUST2822,16
CUST8069,16
CUST2373,16
CUST9908,16
CUST2829,16
CUST7374,16
CUST5001,16
CUST9049,16
CUST8540,16
CUST7466,16
CUST5317,16
CUST5667,16
CUST1657,16
CUST7591,16
CUST5036,16
CUST5550,16
CUST4865,16
CUST6294,16
CUST5492,16
CUST4010,16
CUST3585,16
CUST9408,16
CUST3928,16
CUST8606,16
CUST1609,16
CUST5583,16
CUST5520,16
CUST4817,16
CUST5542,16
CUST1243,16
CUST4588,16
CUST4289,16
CUST3165,16
CUST9221,16
CUST4418,16
CUST5554,16
CUST3445,16
CUST7028,16
CUST6991,16
CUST2694,15
CUST8323,15
CUST2344,15
CUST6909,15
CUST4070,15
CUST2468,15
CUST5933,15
CUST7437,15
CUST2976,15
CUST4155,15
CUST4677,15
CUST7543,15
CUST6190,15
CUST2805,15
CUST8129,15
CUST8669,15
CUST6907,15
CUST3219,15
CUST8357,15
CUST2316,15
CUST1714,15
CUST5922,15
CUST5775,15
CUST9016,15
CUST1995,15
CUST9569,15
CUST3302,15
CUST7388,15
CUST2001,15
CUST3921,15
CUST9046,15
CUST5379,15
CUST3623,15
CUST9366,15
CUST2406,15
CUST5183,15
CUST3690,15
CUST7574,15
CUST4436,15
CUST2256,15
CUST8845,15
CUST6510,15
CUST1777,15
CUST9673,15
CUST9698,15
CUST9646,15
CUST3826,15
CUST4053,15
CUST1072,15
CUST5437,15
CUST2908,15
CUST5615,15
CUST4781,15
CUST1486,15
CUST5287,15
CUST3560,15
CUST8112,15
CUST1738,15
CUST6993,15
CUST6340,15
CUST8496,15
CUST9019,15
CUST8878,15
CUST5338,15
CUST3479,15
CUST7290,15
CUST9109,15
CUST9827,15
CUST3758,15
CUST9398,15
CUST7623,15
CUST8890,15
CUST5315,15
CUST5389,15
CUST5305,15
CUST5026,15
CUST8193,15
CUST8039,15
CUST8336,15
CUST2922,15
CUST7236,15
CUST8511,15
CUST8230,15
CUST8479,15
CUST4749,15
CUST2529,15
CUST9509,15
CUST1227,15
CUST1471,15
CUST7960,15
CUST2723,15
CUST1385,15
CUST8102,15
CUST7363,15
CUST3480,15
CUST1439,15
CUST8628,15
CUST5913,15
CUST9306,15
CUST2107,15
CUST9133,15
CUST6353,15
CUST3865,15
CUST8571,15
CUST3243,15
CUST3523,15
CUST5806,15
CUST6873,15
CUST3385,15
CUST2093,15
CUST7804,15
CUST2229,15
CUST7870,15
CUST5625,15
CUST6426,15
CUST2862,15
CUST6855,15
CUST5808,15
CUST8123,15
CUST2152,15
CUST6253,15
CUST7775,15
CUST1768,15
CUST7102,15
CUST5276,15
CUST3749,15
CUST8616,15
CUST7149,15
CUST1195,15
CUST9802,15
CUST7948,15
CUST4641,15
CUST2228,15
CUST1483,15
CUST2076,15
CUST3072,15
CUST9606,15
CUST3320,15
CUST2817,15
CUST4951,15
CUST6878,15
CUST4927,15
CUST6341,15
CUST7542,15
CUST5051,15
CUST9289,15
CUST4550,15
CUST5278,15
CUST6682,15
CUST6234,15
CUST2301,15
CUST4522,15
CUST6687,15
CUST1898,15
CUST9384,15
CUST4600,15
CUST8447,15
CUST2134,15
CUST1585,15
CUST2453,15
CUST2893,15
CUST6466,15
CUST8014,15
CUST6188,15
CUST5830,15
CUST3791,15
CUST8950,15
CUST8449,15
CUST3227,15
CUST9008,15
CUST9043,15
CUST3636,15
CUST3476,15
CUST4892,15
CUST3069,15
CUST9653,15
CUST2097,15
CUST1640,15
CUST7268,15
CUST8173,15
CUST7729,15
CUST4770,15
CUST2133,15
CUST3103,15
CUST5342,15
CUST9462,15
CUST4027,15
CUST1187,15
CUST7709,15
CUST1500,15
CUST1151,15
CUST4050,15
CUST4387,15
CUST7943,15
CUST9380,15
CUST6509,15
CUST4468,15
CUST6751,15
CUST4524,15
CUST3796,15
CUST2742,15
CUST9274,15
CUST6966,15
CUST2710,15
CUST4649,15
CUST9200,15
CUST8140,15
CUST9901,15
CUST8739,15
CUST5728,15
CUST1332,15
CUST4643,15
CUST3346,15
CUST6786,15
CUST9021,15
CUST3915,15
CUST1644,15
CUST5324,15
CUST7298,15
CUST7234,15
CUST1309,15
CUST1612,15
CUST5885,15
CUST1997,15
CUST6674,15
CUST5874,15
CUST2458,15
CUST5140,15
CUST8033,15
CUST7843,15
CUST5742,15
CUST2965,15
CUST9919,15
CUST5562,15
CUST9856,15
CUST2528,15
CUST6528,15
CUST8612,15
CUST8206,15
CUST8531,15
CUST6864,15
CUST4842,15
CUST2123,15
CUST7593,15
CUST7301,15
CUST2281,15
CUST1606,15
CUST5129,15
CUST5429,15
CUST8944,15
CUST7947,15
CUST6655,15
CUST3262,15
CUST6996,15
CUST2635,15
CUST1646,15
CUST6857,15
CUST5543,15
CUST1839,15
CUST1341,15
CUST8155,15
CUST2288,15
CUST7939,15
CUST1887,15
CUST8973,15
CUST9765,15
CUST5911,15
CUST9589,15
CUST1517,15
CUST2800,15
CUST7861,15
CUST9500,15
CUST9392,15
CUST8214,15
CUST7453,15
CUST7438,15
CUST5990,15
CUST4633,15
CUST3414,15
